	Event_Type	Count	Sample_sentence	Trigger	Start	End
610	Movement:Transport	713	The plane arrived back to base safely.	arrived	2	3
611	Movement:Transport	713	Pentagon sources say the first phase of the final push into Baghdad is now under way.	push	9	10
612	Movement:Transport	713	U.S.-led forces were able to press farther north after defeating Iraqi Republican Guard units at Karbala and Kut (ph).	press	5	6
613	Movement:Transport	713	Our embedded reporters say the two-pronged advance appears to be moving faster than commanders expected.	advance	6	7
614	Movement:Transport	713	Iraqis who initially were cautious when U.S. forces arrived in Najaf ended cheering them on, shaking their hands and patting their backs.	arrived	8	9
615	Movement:Transport	713	U.S. Army's 7th Cavalry is in the forefront of U.S. troops since they first left Kuwait and crossed directly into the Iraqi desert.	crossed	18	19
616	Movement:Transport	713	U.S. Army's 7th Cavalry is in the forefront of U.S. troops since they first left Kuwait and crossed directly into the Iraqi desert.	left	15	16
617	Movement:Transport	713	Our Walter Rodgers is embedded with the unit's 3rd Squadron, which is leading the 3rd Infantry Division's march toward the Iraqi capital.	march	20	21
618	Movement:Transport	713	Throughout the day, as the U.S. Army 7th Cavalry punched northward in the general direction of Baghdad, we have seen huge convoys of supply troops moving ever northward.	punched	10	11
619	Movement:Transport	713	Additionally, the 7th Cavalry has pushed onward in the general direction of Baghdad.	pushed onward	6	8
620	Movement:Transport	713	There were times when the 7th Cavalry itself got into some skirmishes as it pushed forward, again in the direction of Baghdad.	pushed forward	14	16
621	Movement:Transport	713	This as it continues to push ever closer towards the southern suburbs of Baghdad.	push	5	6
622	Movement:Transport	713	The speed as they push to Baghdad seems to have gathered pace overnight and in the course of this morning.	push	4	5
623	Movement:Transport	713	They were then able to advance far north of that city and, as we speak, U.S. commanders tell me that elements of the 3rd Infantry Division are now literally just a few miles from Baghdad.	advance	5	6
624	Movement:Transport	713	Eight-thirty-six a.m. Walter Rodgers reports according to Army sources, Iraqi officials are fleeing Baghdad in droves, using civilian convoys top avoid being targeted by coalition air strikes.	fleeing	13	14
625	Movement:Transport	713	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports coalition troops entering Baghdad were met with fierce fighting, and there were casualties on both sides.	entering	10	11
626	Movement:Transport	713	Nine-oh-six a.m. CNN's Martin Savidge, embedded with the 1st Battalion, 7th Marines, reports the unit has reached the extreme southeast suburbs of Baghdad, adding to forces the U.S. says now encircle the city.	reached	20	21
627	Movement:Transport	713	I have to tell you, though, Judy, the CIA Director George Tenet walked out of the White House a short time ago with a giant smile on his face.	walked out	15	17
628	Movement:Transport	713	Jay Garner the retired general will go into Iraq soon with his troops soon.	go	6	7
629	Movement:Transport	713	But I also should report that there is a sense of annoyance here at the White House, even among some of Mr. Chalabi's top supporters, that, since returning to Iraq in recent days, he has complained frequently, including on our air earlier today, that the United States is moving too slowly to get in the reconstruction efforts, to restore electricity and restore water.	returning	31	32
630	Movement:Transport	713	As Iraqis poured into the streets to mark their apparent new freedom, American troops come under fire from a different area.	poured	2	3
631	Movement:Transport	713	- Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door	head	6	7
632	Movement:Transport	713	- Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door	come	17	18
633	Movement:Transport	713	- Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door	come	35	36
634	Movement:Transport	713	- Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door	Go	61	62
635	Movement:Transport	713	Therefore, on August 20, 2003, bravely Beatriz walked into the USCF Offices in New Windsor and immediately fired 17 staff members.	walked	10	11
636	Movement:Transport	713	It is no coincidence that the employees let go included substantially all those who had offered to transfer to Crossville, including (remarkably) the employee of the year!	transfer	17	18
637	Movement:Transport	713	She tries to blame the U.S. and other members of the Security Council for not sending enough troops to stop it.	sending	15	16
638	Movement:Transport	713	officials say the pilot reported ice on the plane and planned to land in massachusetts when the plane left radar.	land	12	13
639	Movement:Transport	713	the family had been heading to new hampshire from lakeland, florida when their plane went down.	heading	4	5
640	Movement:Transport	713	airlines are getting flyers to destinations ontime more often.	getting	2	3
641	Movement:Transport	713	students then were moved across the street to a senior high school.	moved	3	4
642	Movement:Transport	713	tense of thousands of additional u.s. troops are getting ready to join coalition forces fighting the war in iraq.	join	11	12
643	Movement:Transport	713	the first departures are already underway at fort hood texas.	departures	2	3
644	Movement:Transport	713	reporter: and this is a military town, judy and little by little we are seeing these soldiers head out.	head out	19	21
645	Movement:Transport	713	in a strange way and this may sound unusual, there's a little sense of relief because these soldiers were set to leave in january and now they got second deployment orders, the delay, of course, the inability to get access to turkey, but along the way, the 4th infantry division is one seeped in tradition and there's a real sense of pride among the soldiers, 250 of which left yesterday, over the course of the week 12,000 will be leaving from here.	leave	23	24
646	Movement:Transport	713	in a strange way and this may sound unusual, there's a little sense of relief because these soldiers were set to leave in january and now they got second deployment orders, the delay, of course, the inability to get access to turkey, but along the way, the 4th infantry division is one seeped in tradition and there's a real sense of pride among the soldiers, 250 of which left yesterday, over the course of the week 12,000 will be leaving from here.	leaving	89	90
647	Movement:Transport	713	in a strange way and this may sound unusual, there's a little sense of relief because these soldiers were set to leave in january and now they got second deployment orders, the delay, of course, the inability to get access to turkey, but along the way, the 4th infantry division is one seeped in tradition and there's a real sense of pride among the soldiers, 250 of which left yesterday, over the course of the week 12,000 will be leaving from here.	left	77	78
648	Movement:Transport	713	they are happy to be finally able to come and back up the first wave of troops that left from here.	left	18	19
649	Movement:Transport	713	they are going over there to do a mission they believe in and as we said, 250 left yesterday.	left	18	19
650	Movement:Transport	713	their families were here to see them off, but they are determined to return though it is interesting to note that many of them, so many with young children have told their kids that mom or dad could be away for as long as a year.	return	14	15
651	Movement:Transport	713	luster returned to los angeles yesterday from mexico following his capture tuesday by american bounlty hunters.	returned	1	2
652	Movement:Transport	713	Television footage showed medical teams carting away dozens of wounded victims with fully armed troops on guard.	carting	5	6
653	Movement:Transport	713	Several hours later, dozens of Israeli tanks advanced into the northern Gaza Strip backed by helicopters which fired at least three rockets in the Jabaliya area, Palestinian security sources said.	advanced	8	9
654	Movement:Transport	713	The bus was ripped to shreds while travelling between a residential area and Haifa university.	travelling	7	8
655	Movement:Transport	713	Israeli forces moved into Hebron's Al-Sheikh district where his family lived and arrested Qawasmi's brother and father after the bombing, they said.	moved	2	3
656	Movement:Transport	713	With marathon talks at the top world body failing late Thursday to reconcile French and Russian opposition to US-British war plans, the United States upped its military presence, deploying more missile-firing warships to the Red Sea.	deploying	30	31
657	Movement:Transport	713	The United States meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from the Mediterranean, US officials said.	deployed	4	5
658	Movement:Transport	713	The United States meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from the Mediterranean, US officials said.	ordered	15	16
659	Movement:Transport	713	Thousands of fresh US troops headed for Iraq Thursday as British Prime Minister Tony Blair and US President George W. Bush discussed the effort to oust Saddam Hussein, which some senior US military officials warn could last months.	headed	5	6
660	Movement:Transport	713	About 1,000 soldiers from the US Army's 173rd Airborne Brigade parachuted into an airfield in a Kurdish-controlled area of northern Iraq, establishing a base through which to bring in more troops and tanks, Pentagon officials said.	parachuted	11	12
661	Movement:Transport	713	About 1,000 soldiers from the US Army's 173rd Airborne Brigade parachuted into an airfield in a Kurdish-controlled area of northern Iraq, establishing a base through which to bring in more troops and tanks, Pentagon officials said.	bring in	29	31
662	Movement:Transport	713	And some 12,000 soldiers from the US Army's 4th Infantry Division, which was supposed to have gone into northern Iraq through Turkey, began flying out of Fort Hood, Texas, Thursday to the region, a military fort spokeswoman told AFP.	flying	26	27
663	Movement:Transport	713	Most US army commanders believe it is critical to pause the breakneck advance towards Baghdad to secure the supply lines and make sure weapons are operable and troops resupplied after days of powerful sandstorms and damage inflicted by Iraqi attacks, the Post reports.	advance	12	13
664	Movement:Transport	713	Meanwhile Blair arrived in Washington late Wednesday for two days of talks with Bush at the Camp David presidential retreat.	arrived	2	3
665	Movement:Transport	713	Putin had even secretly invited British Prime Minister Tony Blair, Bush's staunchest backer in the war on Iraq, to attend the pow-wow in Saint Petersburg's Grand Hotel Europe, although diplomats said Blair turned the offer down.	attend	22	23
666	Movement:Transport	713	"""The mob dragged out three members of a family and (killed) them with machetes and spears before fleeing the area,"" the spokesman said by telephone from Agartala."	fleeing	20	21
667	Movement:Transport	713	Kelly, the US assistant secretary for East Asia and Pacific Affairs, arrived in Seoul from Beijing Friday to brief Yoon, the foreign minister.	arrived	13	14
668	Movement:Transport	713	Kelly, who declined to talks to reporters here, travels to Tokyo Sunday for talks with Japanese officials.	travels	10	11
669	Movement:Transport	713	Renowned Hollywood madam Heidi Fleiss has been flown to Melbourne as guest of honour at Thursday's market debut and, according to Harris, has already played a key role in attracting worldwide media attention to the event.	flown	7	8
670	Movement:Transport	713	Prison authorities have given the nod for Anwar to be taken home later in the afternoon to marry his eldest daughter, Nurul Izzah, to engineer Raja Ahmad Sharir Iskandar in a traditional Malay ceremony, he said.	taken	10	11
671	Movement:Transport	713	But this is also conditional on police approval.	this	1	2
672	Movement:Transport	713	Afterwards Shalom was to fly on to London for talks with British Prime Minister Tony Blair and Foreign Secretary Jack Straw.	fly	4	5
673	Movement:Transport	713	Adnan Pachachi, a onetime foreign minister who returned to Iraq on May 6 after 33 years in exile, told the independent Az-Zaman daily that elections should be held under international supervision.	returned	8	9
674	Movement:Transport	713	Highlighting close ties between Moscow and Beijing, Chinese President Hu Jintao Monday will make Russia his first foreign destination since becoming leader in a visit that could seal a major pipeline accord.	visit	25	26
675	Movement:Transport	713	He will then stay on for a regional summit before heading to Saint Petersburg for celebrations marking the 300th anniversary of the city's founding.	heading	10	11
676	Movement:Transport	713	"""This upcoming visit to Russia will be my first trip aboard since I became president of China."	visit	3	4
677	Movement:Transport	713	Putin, who enjoyed a warm relationship with former Chinese president Jiang Zeming, has made efforts to nurture ties with Hu and was the first world leader to go to Beijing to meet him in December when he was president-in-waiting.	go	29	30
678	Movement:Transport	713	Amid a chill in relations over the war in Iraq, which Canada opposed, Bush indefinitely postponed a visit to Canada, instead choosing to host Australian Prime Minster John Howard, who endorsed that military campaign.	visit	19	20
679	Movement:Transport	713	The pair flew to Singapore last year after hearing of the successful surgery on Nepalese babies Ganga and Jamuna Shrestha, who were separated in a 97-hour operation at a hospital here.	flew	2	3
680	Movement:Transport	713	Bush arrived in Saint Petersburg on Saturday, when he also briefly met German Chancellor Gerhard Schroeder, whose opposition to the Iraq war had soured his relationship with Washington, at a dinner hosted by Putin.	arrived	1	2
681	Movement:Transport	713	Bush and Putin were scheduled to leave straight after their talks for the Group of Eight summit of the largest industrialised nations in Evian, France.	leave	6	7
682	Movement:Transport	713	Police arrested her in Abilene, Texas, Saturday where she had moved with a friend June 2.	moved	12	13
683	Movement:Transport	713	Scott told investigators she had moved that body around before she moved to Texas, sometimes in the closet at the Byrds Creek house, in the trunk of her car and in the closet of her apartment in Richland Center, the complaint said.	moved	11	12
684	Movement:Transport	713	Scott told investigators she had moved that body around before she moved to Texas, sometimes in the closet at the Byrds Creek house, in the trunk of her car and in the closet of her apartment in Richland Center, the complaint said.	moved	5	6
685	Movement:Transport	713	Following the withdrawal of Israeli troops from the northern town of Beit Hanoun late Sunday, police took up positions there and in the neighbouring town of Beit Lahiya, he said.	withdrawal	2	3
686	Movement:Transport	713	They also deployed along the border with Israel.	deployed	2	3
687	Movement:Transport	713	In another first in the almost three-year intifada, the Israeli army allowed Palestinians free circulation on the trans-Gaza highway as troops abandoned three major checkpoints across the coastal territory.	abandoned	22	23
688	Movement:Transport	713	Six Palestinian police officers were allowed to return to the Palestinian section of the border crossing, which had been taken over by Israeli troops shortly after the start of the uprising.	return	7	8
689	Movement:Transport	713	Although the crossing has, in principle, been open for movement between the two territories -- while being frequently closed by Israeli for reasons rarely explained -- the Palestinian section has been manned by Israel for more than two years.	movement	11	12
690	Movement:Transport	713	As those discussions were taking place behind the scenes, Fleischer told reporters that Turkey would lose a proposed $15 billion aid package unless it admits troops into the country for the Iraq conflict.	admits	26	27
691	Movement:Transport	713	Inspectors also returned to a former helicopter airfield where Iraq buried bombs it says were armed with biological weapons in 1991.	returned	2	3
692	Movement:Transport	713	The charismatic leader of Turkey's governing party was named prime minister Tuesday, a step that probably boosts chances that the United States will get permission to deploy troops in the country along Iraq's northern border.	deploy	28	29
693	Movement:Transport	713	Recep Tayyip Erdogan, who favors the deployment, hinted that he will reshuffle the Cabinet, but gave no indication if he would purge officials who opposed letting in the troops as analysts have suggested he might do.	deployment	7	8
694	Movement:Transport	713	Earlier this month, the Turkish parliament shocked the United States by rejecting the deployment by just four votes.	deployment	14	15
695	Movement:Transport	713	If the resolution is not passed, Washington would likely want to use the airspace for strikes against Iraq and for airlifting troops to northern Iraq.	airlifting	21	22
696	Movement:Transport	713	Refusing access to the troop deployment would mean Turkey would lose a US$15 billion U.S. aid package that Washington has offered to help cushion the country's economy if there is war.	deployment	5	6
697	Movement:Transport	713	Defense Secretary Donald H. Rumsfeld said Tuesday there had been talks that Turkish troops could be deployed ``a short distance from their border to try to avoid refugee infiltration.''	deployed	16	17
698	Movement:Transport	713	Iraqi Kurds fear that Turkish troops could move deep into the autonomous enclave in northern Iraq and have threatened clashes.	move	7	8
699	Movement:Transport	713	The EU foreign ministers met hours after U.S. President George W. Bush gave Saddam 48 hours to leave Iraq or face invasion.	leave	17	18
700	Movement:Transport	713	In recent weeks, the U.S. military has been transporting military equipment from bases in Germany to the Gulf through the port of Antwerp.	transporting	9	10
701	Movement:Transport	713	Defense Minister Andre Flahaut said on the weekend Belgium would no longer allow such transits  _  or use of Belgian airspace.	transits	14	15
702	Movement:Transport	713	_  Greece began evacuating its embassy in Baghdad, saying all its personnel would be out of Iraq within a couple of days.	be out	14	16
703	Movement:Transport	713	_  Greece began evacuating its embassy in Baghdad, saying all its personnel would be out of Iraq within a couple of days.	evacuating	3	4
704	Movement:Transport	713	U.S. and British troops were moving on the strategic southern port city of Basra Saturday after a massive aerial assault pounded Baghdad at dawn.	moving	5	6
705	Movement:Transport	713	Saturday morning, American Marines and British troops rumbled along the main road from the Kuwaiti border to Basra, Highway 80, nicknamed the ``Highway of Death'' during the 1991 Gulf War, when U.S. airstrikes wiped out an Iraqi military convoy along it.	rumbled	8	9
706	Movement:Transport	713	Hundreds of tanks, armored personnel carriers, Humvees and trucks were lined up in parallel columns waiting in single-file to cross the Iraqi-Kuwait border.	cross	21	22
707	Movement:Transport	713	At the same time, however, Turkey sent 1,000 troops into northern Iraq, and the government said it would send more to prevent Iraqi Kurds from creating an independent state.	sent	8	9
708	Movement:Transport	713	At the same time, however, Turkey sent 1,000 troops into northern Iraq, and the government said it would send more to prevent Iraqi Kurds from creating an independent state.	send	21	22
709	Movement:Transport	713	The United States strongly opposes any unilateral move by Turkey into northern Iraq.	move	7	8
710	Movement:Transport	713	A Turkish military spokesman on Saturday denied Turkish troops had crossed into Iraq.	crossed	10	11
711	Movement:Transport	713	The premier of the western Canadian province of British Columbia pleaded no contest to driving drunk during a Hawaiian vacation in January.	vacation	19	20
712	Movement:Transport	713	In a tearful news conference after returning to Vancouver two days later, Campbell apologized to British Columbians, but refused to resign as premier.	returning	6	7
713	Personnel:Elect	171	He lost an election to a dead man.	election	3	4
714	Personnel:Elect	171	Paul, as I understand your definition of a political -- of a professional politician based on that is somebody who is elected to public office.	elected	22	23
715	Personnel:Elect	171	Bob, I think that the reason everybody in the south -- you know, first of all, we were -- when Franklin Roosevelt was elected president, we had been living what we thought was still a conquered nation after the Civil War.	elected	26	27
716	Personnel:Elect	171	Let me set aside the hypocrisy of a man who became president because of a lawsuit trying to eliminate everybody else's lawsuits, but instead focus on his own experience.	became	10	11
717	Personnel:Elect	171	You become honorable by winning an election of some sort or having a high post, being an ambassador or a governor or some thing.	election	6	7
718	Personnel:Elect	171	Last night before leaving the United States, Aldouri said he hopes to see free elections in a free Iraq.	elections	15	16
719	Personnel:Elect	171	I hope that the United States Army will leave Iraq soon, and we will have free election for a free government for a free future for Iraq and the people for Iraq.	election	17	18
720	Personnel:Elect	171	Now, I would hope that sooner rather than later we could see a civilian government emerge in Iraq, a democratically elected one, that there'd be more cooperation from the international community, on both the peacekeeping side as well as the political restructuring that's necessary in Iraq.	elected	22	23
721	Personnel:Elect	171	twice before becoming president he was so sick, a priest was brought in to give him last rites.	becoming	2	3
722	Personnel:Elect	171	dallek says kennedy's brushes with death, combined with his t deaths of his sister and brother, fueled the ambition to led him to become the youngest person elected president in american history.	elected	30	31
723	Personnel:Elect	171	maybe they're jossling for who's going to be the next speaker.	next	11	12
724	Personnel:Elect	171	some of the national democratic operatives think john edwards is going to run for president and that he ought to get out and concentrate on being reelected senator of north carolina which won't be easy.	reelected	26	27
725	Personnel:Elect	171	my focus is on re-electing president bush and dick cheney next year, the convention is going to be here in the city of new york.	re-electing	4	5
726	Personnel:Elect	171	he won his first election in 1928, the office of the county superintendent.	election	4	5
727	Personnel:Elect	171	You know, I I mean obviously, if Schwarzenegger could run, he's got the name recognition, but I would be really surprised -- both to see him run and to see him win, but then again -- I was a little bit surprised when he won California, so	won	50	51
728	Personnel:Elect	171	Future Elections Who do you think should run for President/Vice President in 2008, and why?	Elections	1	2
729	Personnel:Elect	171	Future Elections Who do you think should run for President/Vice President in 2008, and why?	run	7	8
730	Personnel:Elect	171	She would be my s- -- well you know what, actually, I liked Dean a lot I must say, in this election.	election	25	26
731	Personnel:Elect	171	I said, that guy could be President.	be	6	7
732	Personnel:Elect	171	And I said, that guy could be president.	be	7	8
733	Personnel:Elect	171	Bush Cabinet President Bush has just been elected to another term in office, and he has already started to appoint new people to his political cabinet as current members like Colin Powell and John Ashcroft resign.	elected	7	8
734	Personnel:Elect	171	Bush Cabinet President Bush has just been elected to another term in office, and he has already started to appoint new people to his political cabinet as current members like Colin Powell and John Ashcroft resign.	elected	7	8
735	Personnel:Elect	171	Bush Cabinet President Bush has just been elected to another term in office, and he has already started to appoint new people to his political cabinet as current members like Colin Powell and John Ashcroft resign.	elected	7	8
736	Personnel:Elect	171	Uh, do you think there is uh -- some other, uh like -- positions has to be has been -- has to be created, like uh -- for the next election.	election	33	34
737	Personnel:Elect	171	Bush Cabinet President Bush has just been elected to another term in office, and he has already started to appoint new people to his political cabinet as current members like Colin Powell and John Ashcroft resign.	elected	7	8
738	Personnel:Elect	171	I didn't particularly like the the tone about the the religious uh -- side of -- the that election.	election	19	20
739	Personnel:Elect	171	Other topics -- you know, usually about the election that- -- that, um,  I did have -- a lot of things,  um, to say.	election	9	10
740	Personnel:Elect	171	Elections Did you vote in the recent US Presidential election?	election	9	10
741	Personnel:Elect	171	Elections Did you vote in the recent US Presidential election?	Elections	0	1
742	Personnel:Elect	171	Oh, so the topic is elections.	elections	6	7
743	Personnel:Elect	171	Elections Did you vote in the recent US Presidential election?	election	9	10
744	Personnel:Elect	171	Yeah, I guess the elections, ah -- basically, who did you vote for, and the vice presidential candidates, and why, and I'll be honest with you	elections	5	6
745	Personnel:Elect	171	ever, I usually try to stay out of the main party, because I think, and this last election showed that both are very brutal.	election	20	21
746	Personnel:Elect	171	It was a very brutal election.	election	5	6
747	Personnel:Elect	171	and, ah -- I mean, and, and a lot of it has to do -- and then, I just didn't know much, John Edwards seemed nice, but he just, you know, he was just, he just got elected to the Senate,  and,  I wasn't really familiar too much with hi- I mean, I think it's great that he got into the vice presidential role, but -- again, it's the whole parties that I'm really not really I don't like their policies.	elected	47	48
748	Personnel:Elect	171	Well, you kind of hit on some of my sentiments, um, I'm a fifty-year- old black male,  and this was my first election that I participated in.	election	28	29
749	Personnel:Elect	171	Elections Did you vote in the recent US Presidential election?	election	9	10
750	Personnel:Elect	171	Um, man I thought I, uh,  put this whole election stuff behind me.	election	12	13
751	Personnel:Elect	171	Yeah, I- in fact, I thought we already had a discussion on this, uh, about elections some time back, but I guess it was -- question was framed differently, I guess.	elections	20	21
752	Personnel:Elect	171	And, um, elections wore me down.	elections	4	5
753	Personnel:Elect	171	Elections Did you vote in the recent US Presidential election?	election	9	10
754	Personnel:Elect	171	So, uh the election, um -- the, um -- let's see, overall I felt -- ju- just give you a brief -- summary, I felt -- that -- John Kerry and Edwards were were pretty strong candidates and -- uh -- mm, I don't know, I guess just in terms of policy I didn't -- I didn't, uh, find -- that as compelling as just -- the personality of -- the different candidates.	election	4	5
755	Personnel:Elect	171	Much of the country is unstable, but national elections are still scheduled to take place in Iraq in January.	elections	9	10
756	Personnel:Elect	171	Do you think the elections scheduled for January will take place, and if not, then what?	elections	4	5
757	Personnel:Elect	171	I don't know why- how he got elected, I mean, there's a lot of people that did vote.	elected	9	10
758	Personnel:Elect	171	Much of the country is unstable, but national elections are still scheduled to take place in Iraq in January.	elections	9	10
759	Personnel:Elect	171	Do you think the elections scheduled for January will take place, and if not, then what?	elections	4	5
760	Personnel:Elect	171	Um, yeah, ok- um, eh,  uh, it was talking something about, uh,  the war in Iraq, um,  I guess, yeah, it's a good thing -- about the elections that are going on.	elections	40	41
761	Personnel:Elect	171	do you think the elections are going to happen?	elections	4	5
762	Personnel:Elect	171	Do you think the elections are going to happen?	elections	4	5
763	Personnel:Elect	171	They kept on scheduling them and they we're saying, oh, no no no, you know.	them	4	5
764	Personnel:Elect	171	Um,  yeah, I think -- you know I think they should have continued to go through with it, and you know um -- if- if there is -- if there's problems, you know, just -- still -- don't, you know -- just ignore it, keep going, you know you can't -- stop, you know,if you already started something, you know, you should complete it, I think.	it	19	20
765	Personnel:Elect	171	And assist them with the elections and they need to complete the elections and all this.	elections	5	6
766	Personnel:Elect	171	And assist them with the elections and they need to complete the elections and all this.	elections	12	13
767	Personnel:Elect	171	Chiluba was Zambia's first democratically elected president.	elected	6	7
768	Personnel:Elect	171	He came to office in 1991 and served two five-year terms.	"came
to"	1	3
769	Personnel:Elect	171	The dictator Suharto has fallen, the constitution has changed, the media was unshackled, democratic elections held, and East Timor freed.	elections	17	18
770	Personnel:Elect	171	A national conference is planned to select the interim administration, perhaps within weeks, a senior U.S. official said on condition of anonymity.	select	6	7
771	Personnel:Elect	171	``One has to go through the process of building from the bottom up, allowing the leadership to establish itself, and then the election process to go through and so forth,'' Cross said.	election	25	26
772	Personnel:Elect	171	Garner's Office of Reconstruction and Humanitarian Assistance is charged with coordinating humanitarian assistance, rebuilding infrastructure shattered by years of war and U.N. sanctions, and gradually handing back power to Iraqis leading a democratically elected government.	elected	36	37
773	Personnel:Elect	171	Jordanian authorities on Monday said Jordan's first female lawmaker was ineligible to run in June 17 parliamentary elections following her conviction last year over publishing information that harmed the government's reputation.	elections	18	19
774	Personnel:Elect	171	Toujan Faisal, 54, said she was informed of the refusal by an Interior Ministry committee overseeing election preparations.	election	18	19
775	Personnel:Elect	171	``The excuse is invalid because I've been convicted on political not criminal grounds, which doesn't violate my right for contesting the elections,'' Faisal told The Associated Press.	elections	25	26
776	Personnel:Elect	171	She lost her seat in the 1997 election.	election	7	8
777	Personnel:Elect	171	She lost her seat in the 1997 election.	lost	1	2
778	Personnel:Elect	171	The appointment marked the second change of the cabinet post since the Spidla-led government came into power in July 2002.	came into power	14	17
779	Personnel:Elect	171	But unilaterally, or worse leading a coalition featuring tyrannies, effect such change remains a bad idea, Iraq's elections notwithstanding.	elections	21	22
780	Personnel:Elect	171	Here on the left edge of the country, we have a unique perspective on election standards.	election	15	16
781	Personnel:Elect	171	In Iraq, an election takes place in which one of the three major forces vying for control of the country opts out.	election	4	5
782	Personnel:Elect	171	A few people will turn out and elect somebody.	elect	7	8
783	Personnel:Elect	171	Following the election and recount process exactly as outlined in our state constitution, the democratic candidate won by a margin of less than 200 votes.	won	17	18
784	Personnel:Elect	171	"The same group of people who have said ""even if some regions are too unsafe for people to go to the polls and even if large portions of the population will not recognize the legitimacy of the outcome, some election is better than no election, and it's a great day for democracy!"	election	46	47
785	Personnel:Elect	171	"The same group of people who have said ""even if some regions are too unsafe for people to go to the polls and even if large portions of the population will not recognize the legitimacy of the outcome, some election is better than no election, and it's a great day for democracy!"	election	41	42
786	Personnel:Elect	171	"""...........are suing to overthrow the results of the governor's election is Washington State because there were some ""errors"" in the process."	election	12	13
787	Personnel:Elect	171	So the standards are: Any old process halfway resembling an election is just diddly dandy in Iraq, but we won't accept the results of a free and fair election in Washington State because there may have been a human error rate of 0.0000001 percent.	election	31	32
788	Personnel:Elect	171	So the standards are: Any old process halfway resembling an election is just diddly dandy in Iraq, but we won't accept the results of a free and fair election in Washington State because there may have been a human error rate of 0.0000001 percent.	election	11	12
789	Personnel:Elect	171	"In Washington State, the election has to be not only free and fair, but also ""perfect""."	election	5	6
790	Personnel:Elect	171	(Of course, the Republicans would have thought the WA State election *was* perfect, had their candidate held the same 100 and some vote margin when all the smoke finally cleared).	election	12	13
791	Personnel:Elect	171	Everyone, everywhere should have the basic right to elect their government.	elect	9	10
792	Personnel:Elect	171	The problem with this election is that no matter what happens the results are going to be tainted and questionable.	election	4	5
793	Personnel:Elect	171	Think about this objectively (forget the US is involved), if a foreign country invaded another and set up elections, wouldn't a reasonable person question the validity of the election results?	elections	21	22
794	Personnel:Elect	171	Think about this objectively (forget the US is involved), if a foreign country invaded another and set up elections, wouldn't a reasonable person question the validity of the election results?	election	33	34
795	Personnel:Elect	171	Say it's 1942, and the German occupiers in Holland have set up elections with Dutch candidates.	elections	14	15
796	Personnel:Elect	171	Even if you, John H, believe the US held impartial elections in Iraq, don't you think the rest of the world will find the results invalid, or least suspect?	elections	12	13
797	Personnel:Elect	171	"If Lou Dobbs, on CNN, at 6:10 Eastern, can say, ""This election was a success by any measure,"" that's good enough for me."	election	16	17
798	Personnel:Elect	171	You have to start somewhere and this election is to get a legislative body to write a constitution for Iraq.	election	7	8
799	Personnel:Elect	171	The next election will be the one with more legitimacy.	election	2	3
800	Personnel:Elect	171	According to this person Kerry won decisively not only in Ohio and Florida but also in a number of other States and in the overall popular vote.	won	5	6
801	Personnel:Elect	171	Kerry Won the Election by at least 1,7 Million Votes	Election	3	4
802	Personnel:Elect	171	"The truth about this election is this: Florida and Ohio had to go for Bush in order for him to ""win"" the election."	election	25	26
803	Personnel:Elect	171	Kerry was the clear winner, but victory was snatched from him.	victory	7	8
804	Personnel:Elect	171	syria has occupied lebanon, they are in violation of security council resolution 1559 stating that there should be no foreign forces in lebanon and that lebabon should be allowed to have free elections.	elections	33	34
805	Personnel:Elect	171	Are there minimal requirements before an election can be considered an legitimate election?	election	6	7
806	Personnel:Elect	171	Are there minimal requirements before an election can be considered an legitimate election?	election	12	13
807	Personnel:Elect	171	The recent Iraq election was boycott by the Sunnis which constitute about 20% of the population.	election	3	4
