	Event_Type	Count	Sample_sentence	Trigger	Start	End
245	Movement:Transport	392	وقبرص مقسومة الى شطرين، يوناني في الجنوب وتركي في الشمال، منذ تدخل القوات التركية في شمال الجزيرة في 1974 ردا على الانقلاب الذي نفذه نظام الكولونيلات في اثينا لضم الجزيرة الى اليونان.	تدخل	13	14
246	Movement:Transport	392	ويبلغ عدد افراد قوة الامم المتحدة في قبرص 1210 وهم منتشرون فيها منذ 1964.	منتشرون	10	11
247	Movement:Transport	392	مشاهدينا ما زلنا نواصل برنامجنا الإخباري الساعة الرابعة والعشرون بعد قليل الرئيس حسني مبارك يبحث تطورات عملية السلام في الشرق الأوسط مع وزير الخارجية الفرنسي يوبير فيدرين ، في القاهرة التقى الرئيس محمد حسني مبارك صباح الخميس مع وزير الخارجية الفرنسي يوبير فيدرين والوفد المرافق له حضر المقابلة السيد عمرو موسى وزير الخارجية ميجن ميراتينوس المبعوث الأوربي لعملية السلام في الشرق الأوسط وسفير فرنسا بالقاهرة ومدير إدارة الشرق الأوسط بالخارجية الفرنسية عقب المقابلة أعرب فيدرين عن رغبة أوربا في القيام بكل ما في وسعها للقضاء على التوتر في الشرق الأوسط وتنفيذ مقررات قمة شرم الشيخ وأشار فيدرين إلى أنه بدأ جولته بالمنطقة بمصر نظرا للدور الخاص الذي تلعبه القاهرة وللعلاقات المتميزة التي تربط باريس بالقاهرة	جولته	100	101
248	Movement:Transport	392	وفي جميع انحاء اندونيسيا، يعاني حوالى مليون شخص من التهجير.	التهجير	10	11
249	Movement:Transport	392	ولا زال الانتعاش الاقتصادي هشا وغير كاف حتى الان لاستيعاب ملايين القادمين الجدد الى سوق العمل في بلاد يعيش 15 في المائة من سكانها بدولار واحد يوميا.	القادمين	11	12
250	Movement:Transport	392	"وبالاضافة الى هذه الحصيلة، ينتقد خصوم وحيد وبعض انصاره، اداءه وتصريحاته الغامضة ورغبته في السفر اذ سجل ""رقما قياسيا"" بلغ زيارة 50 بلدا خلال سنة واحدة."	زيارة	24	25
251	Movement:Transport	392	وخلال زيارته الحالية إلى إيرلندا حذر الرئيس الأمريكي بيل كلينتون من خط و رة انهيار عملية السلام في أيرلندا مشددا على ضرورة حرص الحزب الجمهور ي وحزب أولستر الوحد و ي على استئنافها وتخط ي العقبات التي تعترضها ودعا الرئيس الأمريكي خلال لقائه برئيس الوزراء ال أ يرلند ي ب ر ت ي إيهرين دعا كافة الأطراف في أيرلندا الشمالية سواء التي انضمت إلى معاهد ة السلام أو التي لم تنضم دعاها إلى الحفاظ على الهدوء وعدم انهيار ا عملية السلام باعتبار ذلك ضرورة وليس اختيارا من جانبه وجه برت ي إيه ر ين رئيس وزراء أيرلندا ال تحية للرئيس الأمريكي على الدور الهام الذي لعبه في التوصل إلى اتفاق سلام في أيرلندا الشمالية هذا ويرافق الرئيس الأمريكي في زيارته ل أ يرلندا زوجته هيل ري وابنتهما تشيلس ي	زيارته	1	2
252	Movement:Transport	392	وخلال زيارته الحالية إلى إيرلندا حذر الرئيس الأمريكي بيل كلينتون من خط و رة انهيار عملية السلام في أيرلندا مشددا على ضرورة حرص الحزب الجمهور ي وحزب أولستر الوحد و ي على استئنافها وتخط ي العقبات التي تعترضها ودعا الرئيس الأمريكي خلال لقائه برئيس الوزراء ال أ يرلند ي ب ر ت ي إيهرين دعا كافة الأطراف في أيرلندا الشمالية سواء التي انضمت إلى معاهد ة السلام أو التي لم تنضم دعاها إلى الحفاظ على الهدوء وعدم انهيار ا عملية السلام باعتبار ذلك ضرورة وليس اختيارا من جانبه وجه برت ي إيه ر ين رئيس وزراء أيرلندا ال تحية للرئيس الأمريكي على الدور الهام الذي لعبه في التوصل إلى اتفاق سلام في أيرلندا الشمالية هذا ويرافق الرئيس الأمريكي في زيارته ل أ يرلندا زوجته هيل ري وابنتهما تشيلس ي	زيارته	119	120
253	Movement:Transport	392	أعلن وزير داخلية كوديفوار استعادة ال أ من والنظام إلى معظم أرجاء البلاد بعد يومين من المواجهات العنيفة بين الشرطة والمئات من المتظاهرين كان ت أبيدجان عاصمة كو دي فوار قد شهدت على مدى يومين تظاهر شبان مؤيدين لرئيس وزراء كوديفوار السابق الح س ن أوتارا وأقاموا الم تا ريس وأشعلوا النار في إطار ات السيارات وجاءت الاحتجاجات بعد حظر فرضه الرئيس الجديد لوران جباجبو على التجول من التاسعة مساءا إلى الثالثة صباحا حتى يوم الثلاثاء المقبل في أعقاب أعمال العنف التي فجرها قرار استبعاد أوتار ا من الانتخابات البرلمانية التي تجر ي يوم الأحد القادم بقرار من المحكمة العليا ، وسط استمرار مظاهرات المعارضة لليوم الثان ي على التوال ي في كوديفوار لقي ما لا يقل عن عشرة أشخاص مصرعهم في المصادمات التي تشهدها البلاد حاليا بسبب الانتخابات البرلمانية كما وصل المؤيدون لرئيس وزراء كوديفوار السابق الحسن و ا تارا احتجاجاتهم حيث قاموا بوضع المتاريس وأشعلوا إطارات السيارات في ضواحي العاصمة أبيدجان يأت ي ذلك في الوقت الذي أعلنت فيه الأمانة العامة لحزب تجمع الجمهوريين المعارض أن المواجهات في العاصمة أبيدجان بين نشطاء الحزب من جهة وقوات الأمن وأنصار السلطة من جهة أخرى أسفرت عن سقوط ثلاثين قتيلا على الأقل منذ يوم الاثنين وقد اتسمت الاشتباكات بين الفصائل السياسية المتناحرة بطابع عرقي حيث هاجم كل جانب الآخر بالهروات وعلى الفور أطلقت الشرطة المدعومة بقوات من الجيش النار في الهواء واستخدمت قنابل الغاز المسيل للدموع لفض الاشتباكات بين الجماعات المتناحرة وتفريق المتظاهرين شهود ال عيان أكدوا أن الشرطة أطلقت النار على متظاهرين في أبو ب و وه ي من معاقل و ا تارا على مشارف أبيدجان فيما أصيبت المدينة بالشلل عندما طلب مؤيدو واتارا أن يسمح له بترشيح نفسه في الانتخابات البرلمانية التي تجرى يوم الأحد القادم بعدما استبعدته المحكمة العليا لأسباب تتعلق بالجنسية وفي أعقاب هذه الاحتجاجات أعلن رئيس كو دي فوار لوران جباجبوا حالة الطوارئ في البلاد وحظر ال تجول ليلا لمدة أسبوع وأشار جباجبو إلى أنه لا يعتزم على الرغم من الضغوط الداخلية والخارجية التدخل في العملية القانونية لإلغاء قرار المحكمة العليا عدم قبول ترشيح واتارا في الانتخابات التي أكد أنها ستجرى في موعدها لإعادة الحكم المدن ي إلى البلاد بعد قيام أول انقلاب عسكر ي في ديسمبر من عام تسعة وتسعين	التجول	66	67
254	Movement:Transport	392	ومن المعروف ان السينمائي العراقي الشهير المقيم في باريس منذ ثلاثين سنة قد عاد الى بغداد بعد سقوط النظام مباشرة وشرع بعدة مشاريع تدريبة سينمائية وقد انجز اخيرا فيلما قصيرا لم يعرض بعد ومن المنتظر عرضه لاول مرة في مهرجان نيويورك وبعنوان (رسالة حب الى بنت الرئيس جورج دبليو بوش) ومنذ عدة اشهر، يعكف سعد سلمان في بغداد لكتابة سيناريو فيلمه الجديد المعنون إلّتباس؟ الذي من المؤمل ان يبدا تصويره في بغداد خلال هذا الربيع.	عاد	13	14
255	Movement:Transport	392	كنت قد عبرت باب الكلية بقليل عندما رأيتها، أحسست وقتها أن إنفعالي الداخلي تسبب في إزدياد خطواتي سرعة وجدية محاولا الظهور بمظهر الواثق وإن كنت قد أحسست بظهور ذلك الإنفعال على قسمات وجهي، تعمدت أن أجعلها تراني عند عبوري ذلك الممر الواقع أسفل مكتب العميد والمطل على ساحة الكلية الأمامية، فكرت فيما لو أمها لم تنتبه لرؤياي ولكني تخطيت ذلك الهاجس عندما جائني صوتها المتشبع عذوبة: - حمدا لله على السلامة يا باشمهندس إبتسمت إبتسامة غير مفتعلة عند سماعي جملتها ذات الطابع المرح وتحولت بوجهي إليها فبل أن أستدير بجسدي متجها إلى مكان وقوفها.	عبرت	2	3
256	Movement:Transport	392	كنت قد عبرت باب الكلية بقليل عندما رأيتها، أحسست وقتها أن إنفعالي الداخلي تسبب في إزدياد خطواتي سرعة وجدية محاولا الظهور بمظهر الواثق وإن كنت قد أحسست بظهور ذلك الإنفعال على قسمات وجهي، تعمدت أن أجعلها تراني عند عبوري ذلك الممر الواقع أسفل مكتب العميد والمطل على ساحة الكلية الأمامية، فكرت فيما لو أمها لم تنتبه لرؤياي ولكني تخطيت ذلك الهاجس عندما جائني صوتها المتشبع عذوبة: - حمدا لله على السلامة يا باشمهندس إبتسمت إبتسامة غير مفتعلة عند سماعي جملتها ذات الطابع المرح وتحولت بوجهي إليها فبل أن أستدير بجسدي متجها إلى مكان وقوفها.	خطواتي	17	18
257	Movement:Transport	392	كنت قد عبرت باب الكلية بقليل عندما رأيتها، أحسست وقتها أن إنفعالي الداخلي تسبب في إزدياد خطواتي سرعة وجدية محاولا الظهور بمظهر الواثق وإن كنت قد أحسست بظهور ذلك الإنفعال على قسمات وجهي، تعمدت أن أجعلها تراني عند عبوري ذلك الممر الواقع أسفل مكتب العميد والمطل على ساحة الكلية الأمامية، فكرت فيما لو أمها لم تنتبه لرؤياي ولكني تخطيت ذلك الهاجس عندما جائني صوتها المتشبع عذوبة: - حمدا لله على السلامة يا باشمهندس إبتسمت إبتسامة غير مفتعلة عند سماعي جملتها ذات الطابع المرح وتحولت بوجهي إليها فبل أن أستدير بجسدي متجها إلى مكان وقوفها.	عبوري	40	41
258	Movement:Transport	392	لم أكن قد رأيتها منذ تخرجي في العام قبل الماضي، حتى أني لم أرها عندما أتيت منذ عدة شهور لمفابلة بعض أساتذتي السابقين بسبب أعمال إعتزمت القيام بها معهم، كانت الإبتسامة المرسومة على وجهها عندما صافحتها أشبه بضوء لمكان ما في الذاكرة كان قد بدأ نوره في الأفول.	أتيت	16	17
259	Movement:Transport	392	لم أرفع عيني عن وجهها أثناء سيرنا ف أروقة الكلية، هاهو حديثنا لم يفقد مرحه المعتاد بعد، إكتشفت أن إحساسي بالغيرة من شعورها الدائم بالسعادة لم يفارقني بعد، بل وربما أضيف إليه إحساسا آخر بالندم عم إبتعادي عنها خلال الفترة المتضية وقصر علاقتي بها على الرسائل التليفونية في المناسبات، لا تزال تحتفظ ذلك الحد الأدنى من الزينة التي تناسب ملامح وجهها البريء، أري رمزا آخر يشير لعدم تأثير الوقت في بساطتها المطلقة.	سير	6	7
260	Movement:Transport	392	مر من الوقت ما يقرب من الساعتين كانتا بمثابة إسترجاع للحظات كنت قد إفتقدتها منذ إبتعادي عن جلستنا تلك، لم يقطع حديثنا إلا مرور صديقي الذي كنت قد نسيت -أو قل تناسيت- ميعادي معه.	مرور	24	25
261	Movement:Transport	392	"-إيه يابني، انت قاعد هنا وسايبني مستنيك في الكافيتيريا - حاضر، ثواني وجاي لك قمت بوداعها على وعد مني بالحضور لمقابلتها في ""ميعاد مخصوص"" على حد تعبيرها.سرت مع صديقي ناظرا إلى نقطة ما في السماء محتفظا بهدوئي على غير عادتي إلى أن قاطعني صوته: -إيه، لسه عقلك بيزقزق نظرت إليه رافعا حاجبي في إستنكار: -وله، أقعد ساكت ياله ها هي نفس الأبيات تعود إلى أذني مرة أخرى لو قلبي عاد ضميه إديه حنان وداديه"	سرت	31	32
262	Movement:Transport	392	ووافق الرئيس الاميركي على التوجه للمرة الثالثة الى ايرلندا الشمالية تلبية لدعوة رئيس الوزراء البريطاني توني بلير، على امل ان تساهم زيارته في تحريك عملية السلام المتعثرة حاليا.	التوجه	4	5
263	Movement:Transport	392	ويصل كلينتون الى دبلن مع عائلته صباح الثلاثاء، ويلتقي نظيرته الايرلندية ماري ماك-اليس ورئيس الوزراء برتي اهيرن.	يصل	0	1
264	Movement:Transport	392	ويغادر بلفاست لاحقا الى لندن حيث يمضي يوم الخميس.	يغادر	0	1
265	Movement:Transport	392	ونقل الثلاثة الى مستشفى في القدس.	نقل	0	1
266	Movement:Transport	392	واوضح انه قصد الحطام مرتين في اطار مهمته ورافق الاعمال الجارية من مؤسسة ,اراب اكسبرس, وراقبها بواسطة منظار, ثم حضر الحرس ومنعوه من متابعة المهمة.	حضر	22	23
267	Movement:Transport	392	وبدوره قال الشاهد المهندس عباس عواضه انه منع من دخول المرفأ في الاسبوع الاول من نيسان 1998 بينما كان يتولى مراقبة عملية تنفيذ رفع الحطام.	دخول	9	10
268	Movement:Transport	392	أمر السودان دبلوماسيا أمريكيا بمغادرة الخرطوم بعد ما ذكر عن تورطه في مؤامرة مع زعماء المعارضة للقيام بانتفاضة قالت أنباء قوات الشرطة المسلحة في جيبوتي تحاصر بيت الرئيس إسماعيل عمر قالت الكويت إن خفر السواحل استولى على خمس سفن محملة ببضائع مشحونة من العراق حكمت محكمة الأمن الفلسطينية على فلسطيني بالإعدام بعد إدانته بمساعدة إسرائيل اشتبك الآلاف المحتجين مع شرطة مكافحة الشغب في فرنسا قال تقرير منظمة نيمن رايت سويتش المعنية بحقوق الإنسان إن نطاق وعدد المشاكل يفوق قدره المؤسسات على معالجتها	بمغادرة	4	5
269	Movement:Transport	392	أمر السودان دبلوماسيا أمريكيا بمغادرة الخرطوم بعد ما ذكر عن تورطه في مؤامرة مع زعماء المعارضة للقيام بانتفاضة قالت أنباء قوات الشرطة المسلحة في جيبوتي تحاصر بيت الرئيس إسماعيل عمر قالت الكويت إن خفر السواحل استولى على خمس سفن محملة ببضائع مشحونة من العراق حكمت محكمة الأمن الفلسطينية على فلسطيني بالإعدام بعد إدانته بمساعدة إسرائيل اشتبك الآلاف المحتجين مع شرطة مكافحة الشغب في فرنسا قال تقرير منظمة نيمن رايت سويتش المعنية بحقوق الإنسان إن نطاق وعدد المشاكل يفوق قدره المؤسسات على معالجتها	تحاصر	25	26
270	Movement:Transport	392	و عن مدى سوء أخلاق لاعب الكرة ايالا، و عن مفهومه الخاص لعالم أكثر سعادة، قبل أن يدخل الغرفة مجدداً دون أن يخرج منها مرة أخرى.	يدخل	19	20
271	Movement:Transport	392	قد يكون التحدث عن رؤية هلال رمضان جاء متأخراً الآن، وقد مرَّ من الشهر المبارك اكثر من نصفه، لكن، مع كثرة ما كتب عن الشؤون الرمضانية في شهر الصيام هذا، يظل ثمة ما يمكن ان يضاف  والمعروف ان اول قاضٍ في مصر خرج بالناس لرؤية هلال رمضان هو القاضي ابن لهية فقد روى المقريزي، مؤرخ مصر الشهير، انه كان في جبل المقطم »دكة« وهي مقعد مستطيل مرتفع يعرف بدكة القضاة وكانوا يخرجون اليها لرصد الهلال وكانت للفاطميين امور خاصة تتعلق برمضان منها انه في الايام الثلاثة السابقة للشهر الكريم كان القضاة ومعهم من يلوذون بباب الخليفة والشهود والاتباع ليطوفوا على جميع المساجد فيتفقدوا فرشها وعمارتها ويعملوا على ازالة ما فيها من شعث وغبار، حتى تكون صالحة للاستعمال في هذا الشهر ولست انوي التحدث عن احتفالات رمضان من قبل، ولا حتى الآن، ولكنني اريد ان انقل الى القراء الكرام ما عرفته عن مدفع رمضان لاعلان وقت السحور ومن ثم الامساك عن الطعام، ووقت الافطار حين ينعم الصائمون بما انعم الله عليهم من طيبات ما رزقهم ويروى التاريخ ان عادة اطلاق مدفع رمضان بدأت في مصر في نهاية عهد المماليك، اي قبل ان يتولى محمد علي ولاية مصر سنة ٥٠٨١ فقد ابتاع احد هؤلاء الولاة مدفعاً اوروبياً واراد ان يجربه واحتاجت محاولات الاطلاق وقتاً طويلاً، وكان ذلك في احد ايام شهر رمضان ولم يأتِ الفرج وينطلق المدفع الا حين آذن النهار على الانتهاء وكان المؤذنون قد صعدوا الى المآذن للمناداة على آذان المغرب ومع ان الامر كان مجرد مصادفة، فان الناس ظنوا ان الوالي اراد ان ينبههم بان موعد الافطار قد حان ومن ثم ثبتت عادة اطلاق المدفع عند موعد الافطار والسحور ومدفع الافطار الحالي الذي يطلق في مصر يعود الاخذ به الى ايام محمد علي باشا حاكم مصر من ٥٠٨١ الى ٩٤٨١ والمدفع الاول كان مصنوعاً في المانيا ومدون عليه »كروب ٩« وكروب كانت من اكبر مصانع الاسلحة في اوروبا لمدة طويلة وفي السجلات الارشيف المصرية ان هذا المدفع اشترك في معارك حربية من قبل ولما آن له ان يتقاعد، ابقي في مكانه الحالي بجوار قلعة صلاح الدين والف الناس يومها ان يشاهدوا الوالي والحكام يرتدون ملابس »التشريفة« الرسمية ويتوجهوا الى القلعة لحلول الاحتفالات الخاصة لحضور رؤية الهلال والاحتفال بحلول شهر الصوم، الذي كان يعلنه للقوم هذا المدفع وخلفاؤه من بعده وما دمنا اشرنا الى شهر رمضان الذي يتبرك به المسلمون في انحاء العالم، فلنذكر شيئاً عن اطباقه الخاصة بمصر، واشهرها طبق الفول المدمس، وطبق الطرشي المخلل البلدي وثمة المكسرات التي تقدم بعد الافطار وجرت العادة في الاحياء الشعبية الا يشتري الزبائن الفول او الطرشي الا قبل موعد الافطار بساعة او ما يزيد عن ذلك قليلاً اعتقاداً منهم ان الاطباق تكون جاهزة طازة وشهدت بنفسي ازدحاماً من هذا النوع في شارع الموسكي بالقاهرة في زيارة لي الى القاهرة قبل اكثر من نصف قرن وما اذكره عن تلك الزيارة صوراً نشرت في مجلة »المصور« لافطار اقامه »اسلام باشا« لشلة من الاصدقاء، وتصدرت أطباق الفول المائدة اصرت المجلة يومها على القول أن اسلام باشا ارسل سيارته الخاصة الى المنصورة شمالي القاهرة على مسافة لا يستهان بها لانه كان فيها فوّال مشهور، فأراد لضيوفه ان يستمتعوا بفوله، واراد هو ان تنوه الصحافة بحرصه على اسعاد هؤلاء الاصدقاء لما زرت القاهرة في منتصف العام ٠٠٠٢، لم يكن الوقت وقت رمضان، لكن المدينة التي يبلغ عدد سكانها ٣١ مليوناً في الليل ونحو ٦١ مليوناً في النهار وتنعم بضجيج للسيارات وابواقها يصم الآذان، ما اظن ان الناس يهتمون بسماع مدفع رمضان الذي لا يزال يطلق من القلعة كل مساء او حتى صوت المؤذن مسكين مدفع رمضان افقدته الضجة بهجته واصبح صراخاً في البرية	خرج	46	47
272	Movement:Transport	392	قد يكون التحدث عن رؤية هلال رمضان جاء متأخراً الآن، وقد مرَّ من الشهر المبارك اكثر من نصفه، لكن، مع كثرة ما كتب عن الشؤون الرمضانية في شهر الصيام هذا، يظل ثمة ما يمكن ان يضاف  والمعروف ان اول قاضٍ في مصر خرج بالناس لرؤية هلال رمضان هو القاضي ابن لهية فقد روى المقريزي، مؤرخ مصر الشهير، انه كان في جبل المقطم »دكة« وهي مقعد مستطيل مرتفع يعرف بدكة القضاة وكانوا يخرجون اليها لرصد الهلال وكانت للفاطميين امور خاصة تتعلق برمضان منها انه في الايام الثلاثة السابقة للشهر الكريم كان القضاة ومعهم من يلوذون بباب الخليفة والشهود والاتباع ليطوفوا على جميع المساجد فيتفقدوا فرشها وعمارتها ويعملوا على ازالة ما فيها من شعث وغبار، حتى تكون صالحة للاستعمال في هذا الشهر ولست انوي التحدث عن احتفالات رمضان من قبل، ولا حتى الآن، ولكنني اريد ان انقل الى القراء الكرام ما عرفته عن مدفع رمضان لاعلان وقت السحور ومن ثم الامساك عن الطعام، ووقت الافطار حين ينعم الصائمون بما انعم الله عليهم من طيبات ما رزقهم ويروى التاريخ ان عادة اطلاق مدفع رمضان بدأت في مصر في نهاية عهد المماليك، اي قبل ان يتولى محمد علي ولاية مصر سنة ٥٠٨١ فقد ابتاع احد هؤلاء الولاة مدفعاً اوروبياً واراد ان يجربه واحتاجت محاولات الاطلاق وقتاً طويلاً، وكان ذلك في احد ايام شهر رمضان ولم يأتِ الفرج وينطلق المدفع الا حين آذن النهار على الانتهاء وكان المؤذنون قد صعدوا الى المآذن للمناداة على آذان المغرب ومع ان الامر كان مجرد مصادفة، فان الناس ظنوا ان الوالي اراد ان ينبههم بان موعد الافطار قد حان ومن ثم ثبتت عادة اطلاق المدفع عند موعد الافطار والسحور ومدفع الافطار الحالي الذي يطلق في مصر يعود الاخذ به الى ايام محمد علي باشا حاكم مصر من ٥٠٨١ الى ٩٤٨١ والمدفع الاول كان مصنوعاً في المانيا ومدون عليه »كروب ٩« وكروب كانت من اكبر مصانع الاسلحة في اوروبا لمدة طويلة وفي السجلات الارشيف المصرية ان هذا المدفع اشترك في معارك حربية من قبل ولما آن له ان يتقاعد، ابقي في مكانه الحالي بجوار قلعة صلاح الدين والف الناس يومها ان يشاهدوا الوالي والحكام يرتدون ملابس »التشريفة« الرسمية ويتوجهوا الى القلعة لحلول الاحتفالات الخاصة لحضور رؤية الهلال والاحتفال بحلول شهر الصوم، الذي كان يعلنه للقوم هذا المدفع وخلفاؤه من بعده وما دمنا اشرنا الى شهر رمضان الذي يتبرك به المسلمون في انحاء العالم، فلنذكر شيئاً عن اطباقه الخاصة بمصر، واشهرها طبق الفول المدمس، وطبق الطرشي المخلل البلدي وثمة المكسرات التي تقدم بعد الافطار وجرت العادة في الاحياء الشعبية الا يشتري الزبائن الفول او الطرشي الا قبل موعد الافطار بساعة او ما يزيد عن ذلك قليلاً اعتقاداً منهم ان الاطباق تكون جاهزة طازة وشهدت بنفسي ازدحاماً من هذا النوع في شارع الموسكي بالقاهرة في زيارة لي الى القاهرة قبل اكثر من نصف قرن وما اذكره عن تلك الزيارة صوراً نشرت في مجلة »المصور« لافطار اقامه »اسلام باشا« لشلة من الاصدقاء، وتصدرت أطباق الفول المائدة اصرت المجلة يومها على القول أن اسلام باشا ارسل سيارته الخاصة الى المنصورة شمالي القاهرة على مسافة لا يستهان بها لانه كان فيها فوّال مشهور، فأراد لضيوفه ان يستمتعوا بفوله، واراد هو ان تنوه الصحافة بحرصه على اسعاد هؤلاء الاصدقاء لما زرت القاهرة في منتصف العام ٠٠٠٢، لم يكن الوقت وقت رمضان، لكن المدينة التي يبلغ عدد سكانها ٣١ مليوناً في الليل ونحو ٦١ مليوناً في النهار وتنعم بضجيج للسيارات وابواقها يصم الآذان، ما اظن ان الناس يهتمون بسماع مدفع رمضان الذي لا يزال يطلق من القلعة كل مساء او حتى صوت المؤذن مسكين مدفع رمضان افقدته الضجة بهجته واصبح صراخاً في البرية	زيارة	457	458
273	Movement:Transport	392	قد يكون التحدث عن رؤية هلال رمضان جاء متأخراً الآن، وقد مرَّ من الشهر المبارك اكثر من نصفه، لكن، مع كثرة ما كتب عن الشؤون الرمضانية في شهر الصيام هذا، يظل ثمة ما يمكن ان يضاف  والمعروف ان اول قاضٍ في مصر خرج بالناس لرؤية هلال رمضان هو القاضي ابن لهية فقد روى المقريزي، مؤرخ مصر الشهير، انه كان في جبل المقطم »دكة« وهي مقعد مستطيل مرتفع يعرف بدكة القضاة وكانوا يخرجون اليها لرصد الهلال وكانت للفاطميين امور خاصة تتعلق برمضان منها انه في الايام الثلاثة السابقة للشهر الكريم كان القضاة ومعهم من يلوذون بباب الخليفة والشهود والاتباع ليطوفوا على جميع المساجد فيتفقدوا فرشها وعمارتها ويعملوا على ازالة ما فيها من شعث وغبار، حتى تكون صالحة للاستعمال في هذا الشهر ولست انوي التحدث عن احتفالات رمضان من قبل، ولا حتى الآن، ولكنني اريد ان انقل الى القراء الكرام ما عرفته عن مدفع رمضان لاعلان وقت السحور ومن ثم الامساك عن الطعام، ووقت الافطار حين ينعم الصائمون بما انعم الله عليهم من طيبات ما رزقهم ويروى التاريخ ان عادة اطلاق مدفع رمضان بدأت في مصر في نهاية عهد المماليك، اي قبل ان يتولى محمد علي ولاية مصر سنة ٥٠٨١ فقد ابتاع احد هؤلاء الولاة مدفعاً اوروبياً واراد ان يجربه واحتاجت محاولات الاطلاق وقتاً طويلاً، وكان ذلك في احد ايام شهر رمضان ولم يأتِ الفرج وينطلق المدفع الا حين آذن النهار على الانتهاء وكان المؤذنون قد صعدوا الى المآذن للمناداة على آذان المغرب ومع ان الامر كان مجرد مصادفة، فان الناس ظنوا ان الوالي اراد ان ينبههم بان موعد الافطار قد حان ومن ثم ثبتت عادة اطلاق المدفع عند موعد الافطار والسحور ومدفع الافطار الحالي الذي يطلق في مصر يعود الاخذ به الى ايام محمد علي باشا حاكم مصر من ٥٠٨١ الى ٩٤٨١ والمدفع الاول كان مصنوعاً في المانيا ومدون عليه »كروب ٩« وكروب كانت من اكبر مصانع الاسلحة في اوروبا لمدة طويلة وفي السجلات الارشيف المصرية ان هذا المدفع اشترك في معارك حربية من قبل ولما آن له ان يتقاعد، ابقي في مكانه الحالي بجوار قلعة صلاح الدين والف الناس يومها ان يشاهدوا الوالي والحكام يرتدون ملابس »التشريفة« الرسمية ويتوجهوا الى القلعة لحلول الاحتفالات الخاصة لحضور رؤية الهلال والاحتفال بحلول شهر الصوم، الذي كان يعلنه للقوم هذا المدفع وخلفاؤه من بعده وما دمنا اشرنا الى شهر رمضان الذي يتبرك به المسلمون في انحاء العالم، فلنذكر شيئاً عن اطباقه الخاصة بمصر، واشهرها طبق الفول المدمس، وطبق الطرشي المخلل البلدي وثمة المكسرات التي تقدم بعد الافطار وجرت العادة في الاحياء الشعبية الا يشتري الزبائن الفول او الطرشي الا قبل موعد الافطار بساعة او ما يزيد عن ذلك قليلاً اعتقاداً منهم ان الاطباق تكون جاهزة طازة وشهدت بنفسي ازدحاماً من هذا النوع في شارع الموسكي بالقاهرة في زيارة لي الى القاهرة قبل اكثر من نصف قرن وما اذكره عن تلك الزيارة صوراً نشرت في مجلة »المصور« لافطار اقامه »اسلام باشا« لشلة من الاصدقاء، وتصدرت أطباق الفول المائدة اصرت المجلة يومها على القول أن اسلام باشا ارسل سيارته الخاصة الى المنصورة شمالي القاهرة على مسافة لا يستهان بها لانه كان فيها فوّال مشهور، فأراد لضيوفه ان يستمتعوا بفوله، واراد هو ان تنوه الصحافة بحرصه على اسعاد هؤلاء الاصدقاء لما زرت القاهرة في منتصف العام ٠٠٠٢، لم يكن الوقت وقت رمضان، لكن المدينة التي يبلغ عدد سكانها ٣١ مليوناً في الليل ونحو ٦١ مليوناً في النهار وتنعم بضجيج للسيارات وابواقها يصم الآذان، ما اظن ان الناس يهتمون بسماع مدفع رمضان الذي لا يزال يطلق من القلعة كل مساء او حتى صوت المؤذن مسكين مدفع رمضان افقدته الضجة بهجته واصبح صراخاً في البرية	الزيارة	470	471
