	Unnamed: 0	Event_Type	Count	Sample_sentence	Trigger	Start	End	sentence_translation	trigger_translation
85	85	Conflict:Attack	74	那一顿痛打直接把他打成了神经衰弱，他对很多事情开始没理由的 猜疑； 出门走几步总是会回头，再确认到底有没有锁门， 每回 门都是锁的好好的。	痛打	0	1	The thump beat him directly into a nervous breakdown, and he began to suspect many things for no reason; he would always turn back after walking a few steps, and then confirm whether the door was locked, and every time the door was locked properly.	Beat
86	86	Conflict:Attack	74	新华社耶路撒冷１０月６日电（记者戚德良　钟翠花）大约２万多 名巴勒斯坦人６日上午在东耶路撒冷圣殿山阿克萨清真寺祈祷完毕 后举行示威活动，抗议以色列军警在最近以巴流血冲突中枪杀巴勒 斯坦民众，并与以色列军队再次发生冲突。	冲突	9	10	Xinhua News Agency, Jerusalem, October 6th (Reporter Qi Deliang, Zhong Cuihua) About 20,000 Palestinians held demonstrations in the morning after praying at the Al-Aqsa Mosque on the Temple Mount in East Jerusalem to protest Israeli military police ’s recent Israeli-Palestinian bloodshed. The Palestinian people were shot dead and clashes with the Israeli army again.	conflict
87	87	Conflict:Attack	74	新华社耶路撒冷１０月６日电（记者戚德良　钟翠花）大约２万多 名巴勒斯坦人６日上午在东耶路撒冷圣殿山阿克萨清真寺祈祷完毕 后举行示威活动，抗议以色列军警在最近以巴流血冲突中枪杀巴勒 斯坦民众，并与以色列军队再次发生冲突。	枪杀	9	10	Xinhua News Agency, Jerusalem, October 6th (Reporter Qi Deliang, Zhong Cuihua) About 20,000 Palestinians held demonstrations in the morning after praying at the Al-Aqsa Mosque on the Temple Mount in East Jerusalem to protest Israeli military police ’s recent Israeli-Palestinian bloodshed. The Palestinian people were shot dead and clashes with the Israeli army again.	Shot
88	88	Conflict:Attack	74	新华社耶路撒冷１０月６日电（记者戚德良　钟翠花）大约２万多 名巴勒斯坦人６日上午在东耶路撒冷圣殿山阿克萨清真寺祈祷完毕 后举行示威活动，抗议以色列军警在最近以巴流血冲突中枪杀巴勒 斯坦民众，并与以色列军队再次发生冲突。	冲突	12	13	Xinhua News Agency, Jerusalem, October 6th (Reporter Qi Deliang, Zhong Cuihua) About 20,000 Palestinians held demonstrations in the morning after praying at the Al-Aqsa Mosque on the Temple Mount in East Jerusalem to protest Israeli military police ’s recent Israeli-Palestinian bloodshed. The Palestinian people were shot dead and clashes with the Israeli army again.	conflict
89	89	Conflict:Attack	74	他说，以军还无端向拉法海关出口处的巴边防哨卡开枪，打死一名 巴边防警察。	开枪	2	3	He said that the Israeli army had fired on the Palestinian border post at the Rafah customs exit for no reason, killing a Palestinian border police officer.	shot
90	90	Conflict:Attack	74	他说，以军还无端向拉法海关出口处的巴边防哨卡开枪，打死一名 巴边防警察。	打	4	5	He said that the Israeli army had fired on the Palestinian border post at the Rafah customs exit for no reason, killing a Palestinian border police officer.	hit
91	91	Conflict:Attack	74	一名台北市民在10天前以自杀的方式来抗议建管处拆除原本不应 该拆除的旧违建，而今天他的家 属强烈控诉台北市政府见死不救 ，眼睁睁看着他服食农药，又没有通知医护单位进行急救，根本  就是草菅人命。	自杀	0	1	A Taipei citizen suicided 10 days ago to protest the construction management office&#39;s removal of old illegal construction that should not be demolished. Today, his family members strongly accuse the Taipei city government of dying and watching him take pesticides. Without notifying the medical unit for emergency treatment, it is simply a life-threatening effort.	suicide
92	92	Conflict:Attack	74	新华社拉各斯１１月３日电（记者叶兴增）尼日利亚总统奥巴桑乔 ３日在首都阿布贾与来访的利比里亚总统泰勒举行会谈，双方就科 特迪瓦和塞拉利昂目前局势、利比里亚和几内亚的边界冲突及地区 形势的最新发展交换了意见。	冲突	10	11	Xinhua News Agency, Lagos, November 3 (Reporter Ye Xingzeng) Nigerian President Obasanjo held talks with visiting Liberian President Taylor in the capital Abuja on the 3rd. The two sides discussed the current situation in Côte d&#39;Ivoire and Sierra Leone, the border conflict between Liberia and Guinea and The latest developments in the regional situation exchanged views.	conflict
93	93	Conflict:Attack	74	奥巴桑乔说，尼利两国领导人已就解决利比里亚和几内亚的边界冲 突，平息边境地区的紧张局势的行动纲领达成了一致。	"冲
突"	2	4	Obasanjo said that the leaders of the two countries have agreed on a program of action to resolve the border conflict between Liberia and Guinea and to calm tensions in the border areas.	conflict
94	94	Conflict:Attack	74	近来，利比里亚和几内亚两国一直互相指责对方支持各自的反对派 越境袭击边界附近的村镇，双方武装部队的交火事件也时有发生， 致使两国关系更加紧张。	交火	5	6	Recently, Liberia and Guinea have accused each other of supporting each other ’s opposition to cross border attacks on villages and towns near the border, and incidents of exchanges of fire between the armed forces of the two sides have occasionally made relations between the two countries more tense.	Crossfire
95	95	Conflict:Attack	74	近来，利比里亚和几内亚两国一直互相指责对方支持各自的反对派 越境袭击边界附近的村镇，双方武装部队的交火事件也时有发生， 致使两国关系更加紧张。	袭击	3	4	Recently, Liberia and Guinea have accused each other of supporting each other ’s opposition to cross border attacks on villages and towns near the border, and incidents of exchanges of fire between the armed forces of the two sides have occasionally made relations between the two countries more tense.	Assault
96	96	Conflict:Attack	74	凌晨3点多这艘渔船在恶劣的海面中总算历劫归来，船长、轮机长 经过长达10几个小时的囚禁与殴 打身心受创，船长说大陆渔工 想回家乡可是没想到他们竟然会用暴力劫船。	暴力	9	10	At about 3 am, the fishing boat finally returned from the calamity in the harsh sea. The captain and chief engineer suffered physical and mental injuries after 10 hours of imprisonment and beating. The captain said that the mainland fishermen wanted to return to their hometown but did not expect that they would Rob the ship with violence.	violence
97	97	Conflict:Attack	74	凌晨3点多这艘渔船在恶劣的海面中总算历劫归来，船长、轮机长 经过长达10几个小时的囚禁与殴 打身心受创，船长说大陆渔工 想回家乡可是没想到他们竟然会用暴力劫船。	殴 打	5	7	At about 3 am, the fishing boat finally returned from the calamity in the harsh sea. The captain and chief engineer suffered physical and mental injuries after 10 hours of imprisonment and beating. The captain said that the mainland fishermen wanted to return to their hometown but did not expect that they would Rob the ship with violence.	Beat
98	98	Conflict:Attack	74	新华社安曼１１月２１日电（记者鲁绍明）约旦国王阿卜杜拉２１ 日谴责以色列对巴勒斯坦人民实施的暴行，认为这一侵略行径给本 地区的安全与稳定造成了威胁 。	暴行	5	6	Xinhua News Agency, Amman, November 21st (Reporter Lu Shaoming) On the 21st, King Abdullah of Jordan condemned the atrocities committed by Israel against the Palestinian people. He believed that this aggression had threatened the security and stability of the region.	assault
99	99	Conflict:Attack	74	新华社安曼１１月２１日电（记者鲁绍明）约旦国王阿卜杜拉２１ 日谴责以色列对巴勒斯坦人民实施的暴行，认为这一侵略行径给本 地区的安全与稳定造成了威胁 。	侵略	7	8	Xinhua News Agency, Amman, November 21st (Reporter Lu Shaoming) On the 21st, King Abdullah of Jordan condemned the atrocities committed by Israel against the Palestinian people. He believed that this aggression had threatened the security and stability of the region.	aggression
100	100	Conflict:Attack	74	“松谷峰这个战呢我是去的时候是已经早就解除了，那是二次战役 。”	战	1	2	&quot;The battle of Matsuya Peak was already dismissed when I went. It was the second battle.&quot;	war
101	101	Conflict:Attack	74	新华社马尼拉１２月３０日电菲律宾首都马尼拉地区３０日发生多 起炸弹爆炸事件，造成至少１３人死亡，７０多人受伤。	爆炸	1	2	Xinhua News Agency, Manila, December 30. Multiple bomb explosions occurred in the Philippines&#39; Manila region on the 30th, killing at least 13 people and injuring more than 70.	explosion
102	102	Conflict:Attack	74	而被砍伤的职员刘通雄送医后，转送开刀房所幸没有伤及要害。	砍	0	1	After the slashed staff member Liu Tongxiong was sent to the hospital, he was transferred to the surgery room but fortunately did not hurt him.	cut
103	103	Conflict:Attack	74	新华社耶路撒冷１０月８日电（记者戚德良）以色列北部的拿萨勒 市８日晚发生流血冲突，当地一名以色列籍阿拉伯人在冲突中丧生 ，数十人受伤。	冲突	7	8	Xinhua News Agency, Jerusalem, October 8th (Reporter Qi Deliang) A bloody clash broke out in Nazareth, northern Israel, on the evening of the 8th. A local Israeli Arab was killed and dozens were injured.	conflict
104	104	Conflict:Attack	74	新华社耶路撒冷１０月８日电（记者戚德良）以色列北部的拿萨勒 市８日晚发生流血冲突，当地一名以色列籍阿拉伯人在冲突中丧生 ，数十人受伤。	冲突	5	6	Xinhua News Agency, Jerusalem, October 8th (Reporter Qi Deliang) A bloody clash broke out in Nazareth, northern Israel, on the evening of the 8th. A local Israeli Arab was killed and dozens were injured.	conflict
105	105	Conflict:Attack	74	事件发生后，为抗议犹太人针对阿拉伯人的暴力行为，由阿拉伯政 党和地方行政机构的阿拉伯领导人组成的以色列阿拉伯监督委员会 当晚决定，自９日起在拿萨勒举行总罢工。	暴力	2	3	Following the incident, the Israeli Arab Supervision Committee, composed of Arab leaders of Arab political parties and local administrations, protested against Jewish violence against Arabs that night and decided to hold a general strike in Nazareth from 9th.	violence
106	106	Conflict:Attack	74	高雄市的依明国中有一名国三学生被同学威胁，如果限时之内拿不 出钱来就会遭到50刀的砍杀， 这名同学心生恐惧下向校方检举 ，结果得到的回应是在训导处罚站一个礼拜。	砍杀	3	4	A third student of Yiming Junior High School in Kaohsiung City was threatened by his classmates. If he could not get the money within the time limit, he would be slashed by 50 knives. It was a week at the training and punishment station.	Hack
107	107	Conflict:Attack	74	新华社加沙１１月２２日电（记者马晓霖）５名巴勒斯坦人２２日 上午在加沙南部的米拉格定居点附近被以军打死，另有８人受伤。	打	5	6	Xinhua News Agency, Gaza, November 22 (Reporter Ma Xiaolin) Five Palestinians were killed by Israeli forces near the Mirage settlement in southern Gaza on the morning of the 22nd, and eight others were injured.	hit
108	108	Conflict:Attack	74	截至当天上午，在近两个月的以巴流血冲突中被打死的巴勒斯坦人 已经超过２６０人。	打	2	3	As of that morning, more than 260 Palestinians have been killed in the Israeli-Palestinian bloodshed in the past two months.	hit
109	109	Conflict:Attack	74	新华社伊斯兰堡１１月２７日电巴基斯坦旁遮普省２７日下午连续 发生３起炸弹爆炸事件，造成至少１人死亡、２２人受伤。	爆炸	1	2	Xinhua News Agency, Islamabad, November 27. Three bomb explosions continued in the afternoon on the 27th in Punjab, Pakistan, killing at least one person and injuring 22.	explosion
110	110	Conflict:Attack	74	巴警方目前尚未抓获任何嫌疑犯，也没有任何个人或组织宣布对爆 炸事件负责。	"爆
炸"	2	4	The Pakistani police have not yet arrested any suspects, and no individual or organization has declared responsibility for the explosion.	explosion
111	111	Conflict:Attack	74	最近两三个月来，巴基斯坦社会治安不断恶化，炸弹爆炸事件频频 发生，国民的生命财产安全受到严重威胁。	爆炸	4	5	In the past two or three months, Pakistan ’s social security has continued to deteriorate, bomb explosions have frequently occurred, and the lives and property of citizens have been seriously threatened.	explosion
112	112	Conflict:Attack	74	新华社北京１１月１４日电（记者李煦　牛爱民）遵照北京市高级 人民法院院长下达的执行死刑的命令，北京市第一中级人民法院今 天将杀害公安民警袁时光的凶手王国清验明正身，押赴刑场执行枪 决。	杀害	9	10	Xinhua News Agency, Beijing, November 14th (Reporter Li Yanniu Aimin) In accordance with an order issued by the President of the Beijing Higher People&#39;s Court to execute the death penalty, the Beijing No. 1 Intermediate People&#39;s Court will today clear the identity of the murderer Wang Yuanguang, who killed the police. He was executed at the execution ground.	kill
113	113	Conflict:Attack	74	不过台中县的大理市有一位女老师的确将学生打成了一青，目前学 校已经向老师提出警告，同时 老师也承认，她提出道歉。	打	0	1	However, a female teacher in Dali City, Taichung County did make the students a youth. At present, the school has warned the teacher, and the teacher also acknowledged that she offered an apology.	hit
114	114	Conflict:Attack	74	这名就读国中一年级的女性学生右手大姆指和掌心之间被老师用木 条打成一青，原因是因为这名 女同学连续好几天延迟交作业，老 师为了让她顶替才会打了五下，出发点却完全为了她好。	打	1	2	The female student in the first grade of the junior high school was scored green with a wooden strip between the thumb thumb of her right hand and the palm of her hand, because the female student delayed her homework for several days in a row. After five attempts, the starting point was entirely for her.	hit
115	115	Conflict:Attack	74	这名就读国中一年级的女性学生右手大姆指和掌心之间被老师用木 条打成一青，原因是因为这名 女同学连续好几天延迟交作业，老 师为了让她顶替才会打了五下，出发点却完全为了她好。	打	7	8	The female student in the first grade of the junior high school was scored green with a wooden strip between the thumb thumb of her right hand and the palm of her hand, because the female student delayed her homework for several days in a row. After five attempts, the starting point was entirely for her.	hit
116	116	Conflict:Attack	74	至于打学生，老师已经向学生家长道歉，家长也谅解是因为自己小 孩犯错在先，不过校方为显公 平，将对这位老师适度处分。	打	0	1	As for beating students, the teacher has apologized to the student&#39;s parents, and the parents also understand that their children made mistakes first, but the school will punish the teacher appropriately for fairness.	hit
117	117	Conflict:Attack	74	新华社墨西哥城１２月３０日电（记者胡加齐）墨西哥恰帕斯州政 府３０日释放了首批１６名萨帕塔民族解放军武装组织成员，墨政 府在和平解决恰帕斯州武装冲突问题上又迈出了一步。	冲突	8	9	Xinhua News Agency, Mexico City, December 30 (Reporter Hu Gazi) The Mexican state of Chiapas released the first group of 16 members of the Zappata National Liberation Army on the 30th. Take a step.	conflict
118	118	Movement:Transport	99	两位领导人强烈谴责以色列军队对巴勒斯坦人民的挑衅行为和血腥 镇压，要求以色列军队迅速从它上月２９日以来占领的巴勒斯坦地 区撤离。	撤离	4	5	The two leaders strongly condemned the Israeli army&#39;s provocative actions and bloody crackdowns on the Palestinian people, and demanded that the Israeli army quickly withdraw from the Palestinian area it has occupied since last month.	Evacuate
119	119	Movement:Transport	99	新华社乌鲁木齐１０月８日电（记者孙彬）“奥运健儿祖国西部行 ”代表团今天中午飞抵新疆乌鲁木齐。	飞抵	7	8	Xinhua News Agency, Urumqi, October 8 (Reporter Sun Bin) A delegation from the &quot;Olympic athletes to the west of the motherland&quot; delegation arrived in Urumqi, Xinjiang at noon today.	Arrive
120	120	Movement:Transport	99	此次到达新疆的“奥运健儿祖国西部行”新疆团成员一行１４人， 由国家体育总局副局长李富荣带队，成员有蔡振华、葛飞、顾俊、 杨霞、王楠、李小鹏、刘国梁、凌洁、杨威、黄楠燕、刘国正、白 扬和阿不都热合曼。	到达	0	1	Fourteen members of the Xinjiang Regiment of the &quot;Olympic athletes&#39; motherland westward trip&quot; arrived in Xinjiang this time. They were led by Li Furong, deputy director of the General Administration of Sport of China. The members were Cai Zhenhua, Ge Fei, Gu Jun, Yang Xia, Wang Nan, Li Xiaopeng, Liu Guoliang, Ling Jie , Yang Wei, Huang Nanyan, Liu Guozheng, Bai Yang and Abdu are all reunited.	Arrivals
121	121	Movement:Transport	99	“奥运健儿祖国西部行”代表团在结束乌鲁木齐的活动后，将于１ １日前往南疆喀什。	前往	6	7	The delegation of &quot;Olympic athletes to the west of the motherland&quot; will end their activities in Urumqi and will travel to Kashgar, southern Xinjiang on the 11th.	Go to
122	122	Movement:Transport	99	彰化一名男子昨天晚上开着地的士轿车，结果是连人带车冲入路港 镇的一条大排水沟，救难人员 花了两个多小时搜寻才拉起了轿车 ，可惜男子已经溺毙了。	冲入	2	3	A man in Changhua drove a taxi in the ground last night. As a result, people rushed into a large drainage ditch in Lugang Town. It took more than two hours for the rescue workers to search before pulling up the car. Unfortunately, the man was drowned .	Rush into
123	123	Movement:Transport	99	救难人员分别坐在橡皮筏上以及潜入水中，在漆黑的夜色中试图搜 寻沉入水中的轿车，经过了两 个多小时终于发现。	潜入	0	1	Rescuers sat on rubber rafts and dived into the water. They tried to search for the sunken car in the dark night and finally found out after more than two hours.	sneak into
124	124	Movement:Transport	99	一名巴勒斯坦人在加沙地带靠近一个以色列军队哨所的地方发动自 杀性爆炸攻击，把自己炸死， 伊斯兰胜战者组织表示对这次自杀 性袭击事故负责，并警告说这不是最后的一次，这名巴勒斯坦 人 骑着自行车接近以色列哨所，在保护墙墙边引爆炸弹，一名以色列 军人受轻伤，以色列军方指 责巴勒斯坦当局纵容这次袭击，巴勒 斯坦一位安全官员驳斥这种指责，当天是伊斯兰圣战者组织 领导 人西卡奇遇刺5周年，人们普遍都指责那次行刺是以色列部队干的 ，既将担任黎巴嫩总理的哈 利里组成了有将近30名成员的内阁 ，其中穆斯林和基督教徒人数相当，哈利里和拉夫德总统以及 贝 里议长开会之后宣布了这个名单，新内阁几乎比原政府的内阁大了 1倍，只包括了4名原来的内 阁成员，一些黎巴嫩政界人士指责 叙利亚干预部长的选举，给这个过程蒙上了阴影。	接近	12	13	A Palestinian launches a suicide bomber near an Israeli army post in the Gaza Strip, killing himself. The Islamic Victorious Organization has claimed responsibility for the suicide attack and warned that this was not the last time. A Palestinian rides a bicycle near an Israeli post, detonates a bomb near a protective wall, an Israeli soldier is slightly injured, the Israeli military accuses the Palestinian authorities of condoning the attack, and a Palestinian security official refutes such accusations. The 5th anniversary of the assassination of the leader of the jihadist Sikazi. It is widely accused that the assassination was carried out by Israeli forces. Hariri, who will serve as prime minister of Lebanon, formed a cabinet of nearly 30 members, including Muslims and Christians. Quite, the list was announced after a meeting between President Hariri and President Love and Speaker Bailey. The new cabinet is almost twice the size of the original government&#39;s cabinet, including only four former cabinet members. Some Lebanese politicians have accused Syria of intervening. The election of ministers cast a shadow over this process.	Approach
125	125	Movement:Transport	99	中国第17次赴南极考察的37名乘员6名人文学者于12月7号 上午起程，他们将途经巴黎、智利等地 ，预计在本月12号抵达 南极，请看记者在首都机场所作的报道。	途经	3	4	The 37 crew members of the 17th China expedition to Antarctica and 6 humaneists set off on the morning of December 7. They will pass through Paris, Chile and other places. They are expected to arrive in Antarctica on the 12th of this month. .	via
126	126	Movement:Transport	99	中国第17次赴南极考察的37名乘员6名人文学者于12月7号 上午起程，他们将途经巴黎、智利等地 ，预计在本月12号抵达 南极，请看记者在首都机场所作的报道。	起程	1	2	The 37 crew members of the 17th China expedition to Antarctica and 6 humaneists set off on the morning of December 7. They will pass through Paris, Chile and other places. They are expected to arrive in Antarctica on the 12th of this month. .	leave
127	127	Movement:Transport	99	中国第17次赴南极考察的37名乘员6名人文学者于12月7号 上午起程，他们将途经巴黎、智利等地 ，预计在本月12号抵达 南极，请看记者在首都机场所作的报道。	赴	0	1	The 37 crew members of the 17th China expedition to Antarctica and 6 humaneists set off on the morning of December 7. They will pass through Paris, Chile and other places. They are expected to arrive in Antarctica on the 12th of this month. .	go
128	128	Movement:Transport	99	中国第17次赴南极考察的37名乘员6名人文学者于12月7号 上午起程，他们将途经巴黎、智利等地 ，预计在本月12号抵达 南极，请看记者在首都机场所作的报道。	抵达	7	8	The 37 crew members of the 17th China expedition to Antarctica and 6 humaneists set off on the morning of December 7. They will pass through Paris, Chile and other places. They are expected to arrive in Antarctica on the 12th of this month. .	arrival
129	129	Movement:Transport	99	“可能到南极我拍的和我想的可能更多的跟水有关，因为地球上水 资源正在枯竭，据说，80%到91% 的淡水在南极，所以我想 到那儿我去看南极的水。”	到	1	2	&quot;Maybe I shot in Antarctica and I think it might be more related to water, because the water resources on the earth are drying up. It is said that 80% to 91% of the fresh water is in Antarctica, so I thought that I would go to see the water in Antarctica. &quot;	To
130	130	Movement:Transport	99	“可能到南极我拍的和我想的可能更多的跟水有关，因为地球上水 资源正在枯竭，据说，80%到91% 的淡水在南极，所以我想 到那儿我去看南极的水。”	到	15	16	&quot;Maybe I shot in Antarctica and I think it might be more related to water, because the water resources on the earth are drying up. It is said that 80% to 91% of the fresh water is in Antarctica, so I thought that I would go to see the water in Antarctica. &quot;	To
131	131	Movement:Transport	99	新华社天津１２月３１日电（记者满学杰）在２０世纪的最后一天 ，百岁老人郑保举来到了他魂牵梦绕的故乡－－大沽口。	来到	6	7	Xinhua News Agency, Tianjin, December 31 (Reporter Man Xuejie) On the last day of the 20th century, the 100-year-old man Zheng Baoju came to his hometown of dreams-Dagukou.	come
132	132	Movement:Transport	99	１９９１年海湾战争结束后，根据联合国安理会６８９号决议，联 合国向在科、伊边境划定的非军事区派出了联合国军事观察团，其 任务是监督该地区领空的一切军事活动，确保科、伊边境的安全与 稳定。	派出	7	8	After the Gulf War in 1991, in accordance with UN Security Council Resolution 689, the United Nations sent a United Nations military observation mission to the demilitarized zone demarcated on the border between Kazakhstan and Iran. Its mission is to monitor all military activities in the airspace in the region and ensure Security and stability at the border.	send
133	133	Movement:Transport	99	一从非典疫区返宁的普通市民要求隔离检查竟然无望	返	0	1	An ordinary citizen returning to Ningxia from an atypical pneumonia area asked for quarantine inspection	return
134	134	Movement:Transport	99	新华社哈瓦那１２月１４日电（记者郑建东）阿根廷前著名球星马 拉多纳日前重返古巴，除了几乎与他形影不离的经纪人科波拉以外 ，还有一尊他１１日获得的国际足联颁发的“本世纪最佳足球运动 员”的奖杯。	重返	5	6	Xinhua News Agency, Havana, December 14th (Reporter Zheng Jiandong) Former Argentine star Maradona returned to Cuba a few days ago. In addition to his almost inseparable agent Coppola, there is also a respected FIFA award that he received on the 11th. Of the &quot;Best Football Player of the Century&quot;.	return
135	135	Movement:Transport	99	妹妹家刚刚搞了装潢，邀请弟兄姐妹携儿带女前去参观，随便也算 是年前聚一聚，热闹一把，时间定在上周日中午。	前去	2	3	My sister&#39;s home has just been decorated, and I invite my brethren and sisters to bring their daughters and daughters to visit them. They can be considered as a year-end gathering and lively. The time is set to be at noon last Sunday.	Go forward
136	136	Movement:Transport	99	新华社莫斯科１１月１日电（记者秦德岐）莫斯科时间１日７时零 ４分，俄罗斯货运飞船“进步Ｍ１－３”号脱离国际空间站，以便 腾出对接口，供３１日升空的载有国际空间站首批“居民”的飞船 对接使用。	脱离	13	14	Xinhua News Agency, Moscow, November 1st (Reporter Qin Deqi) At 7:04 on the Moscow time, the Russian cargo spacecraft &quot;Progress M1-3&quot; left the International Space Station in order to free up the interface for launch on 31st. The first batch of &quot;resident&quot; spacecraft docking on the International Space Station.	Break away
137	137	Movement:Transport	99	新华社哈尔滨１０月８日电（何文泽、梁维德）铁路警察杜海平在 下班回家途中，面对正在持刀逃跑的歹徒，他挺身而出，持手空拳 与歹徒进行殊死搏斗，英勇牺牲，为及时擒获歹徒赢得了战机，谱 写了一曲英雄主义凯歌。	回	7	8	Xinhua News Agency, Harbin, October 8 (He Wenze, Liang Weide) On the way home from work, railway police officer Du Haiping faced the gangster who was fleeing with a knife. He stepped forward and held an air fist to fight the gangster with revenge. The timely capture of the gangsters won the fighter plane and composed a heroic triumph.	Times
138	138	Movement:Transport	99	前几天在加拿大发生车祸的台湾旅行团所有的死伤团员的家属都已 经抵达到了温哥华，同时第一 批伤势比较轻的团员也已经搭机在 返国的途中。	抵达	1	2	The families of all the wounded and injured members of the Taiwanese tour group who had a car accident in Canada a few days ago have arrived in Vancouver, and the first group of relatively less injured members have also taken the flight on their way home.	arrival
139	139	Movement:Transport	99	前几天在加拿大发生车祸的台湾旅行团所有的死伤团员的家属都已 经抵达到了温哥华，同时第一 批伤势比较轻的团员也已经搭机在 返国的途中。	返	5	6	The families of all the wounded and injured members of the Taiwanese tour group who had a car accident in Canada a few days ago have arrived in Vancouver, and the first group of relatively less injured members have also taken the flight on their way home.	return
140	140	Movement:Transport	99	另外第二批团员的家属今天也抵达了温哥华，孙女被安置在市立医 院的张湘婷也是其中的一位。	抵达	0	1	In addition, the family members of the second group of members also arrived in Vancouver today.	arrival
141	141	Movement:Transport	99	国外众多飞机制造商也不远万里来到珠海，向中国航空界推介他们 生产的支线客机：波音公司推出了新一代波音７３７－７００中短 程商务喷气飞机，空中客车、庞巴迪以及俄罗斯、乌克兰等国的航 空制造企业也纷纷展示他们最新研制的支线飞机，借珠海国际航展 这个“窗口”挺进中国支线飞机市场。	来到	0	1	Many foreign aircraft manufacturers have come to Zhuhai not far away to introduce their regional airliners to the Chinese aviation industry: Boeing has launched a new generation of Boeing 7377-700 mid- and short-range business jets, Airbus, Bombardier, and Russia, Ukraine and other countries Aviation manufacturers have also displayed their latest regional aircraft development, and have used the &quot;window&quot; of the Zhuhai International Air Show to enter the Chinese regional aircraft market.	come
142	142	Movement:Transport	99	新华社新加坡１１月２３日电应新加坡总理吴作栋的邀请，中国国 务院总理朱（金字旁容）基２３日下午乘专机抵达新加坡，出席将 在这里举行的第四次东盟与中日韩领导人会晤和东盟与中国领导人 会晤。	抵达	7	8	Xinhua News Agency, Singapore, November 23rd. At the invitation of Singapore&#39;s Prime Minister Goh Chok Tong, Premier Zhu Rongji of the State Council of China arrived in Singapore by special plane on the afternoon of the 23rd to attend the fourth ASEAN, China, Japan and South Korea leaders&#39; meeting to be held here. Meeting with ASEAN and Chinese leaders.	arrival
143	143	Movement:Transport	99	新华社北京１１月７日电中央军委委员、中国人民解放军总政治部 主任于永波一行结束了对美国的正式访问，今天返回北京。	访问	3	4	Xinhua News Agency, Beijing, November 7th. Yu Yongbo, member of the Central Military Commission and director of the General Political Department of the Chinese People&#39;s Liberation Army, and his party ended their official visit to the United States and returned to Beijing today.	access
144	144	Movement:Transport	99	新华社北京１１月７日电中央军委委员、中国人民解放军总政治部 主任于永波一行结束了对美国的正式访问，今天返回北京。	返回	5	6	Xinhua News Agency, Beijing, November 7th. Yu Yongbo, member of the Central Military Commission and director of the General Political Department of the Chinese People&#39;s Liberation Army, and his party ended their official visit to the United States and returned to Beijing today.	return
145	145	Movement:Transport	99	随同于永波访问的广州军区政委刘书田、兰州军区副司令员兼兰州 军区空军司令员马晓天、南京军区政治部主任刘永治、总政治部秘 书长程宝山、国防部外事办公室副主任张邦栋等同机抵京。	访问	0	1	Liu Shutian, political commissar of the Guangzhou Military Region, accompanied by Yu Yongbo, Ma Xiaotian, deputy commander of the Lanzhou Military Region and air force commander of the Lanzhou Military Region, Liu Yongzhi, director of the Political Department of the Nanjing Military Region, Cheng Baoshan, secretary-general of the General Political Department, and Zhang Bangdong, deputy director of the Foreign Affairs Office of the Ministry of National Defense arrived at the same opportunity. Beijing.	access
146	146	Movement:Transport	99	随同于永波访问的广州军区政委刘书田、兰州军区副司令员兼兰州 军区空军司令员马晓天、南京军区政治部主任刘永治、总政治部秘 书长程宝山、国防部外事办公室副主任张邦栋等同机抵京。	抵	10	11	Liu Shutian, political commissar of the Guangzhou Military Region, accompanied by Yu Yongbo, Ma Xiaotian, deputy commander of the Lanzhou Military Region and air force commander of the Lanzhou Military Region, Liu Yongzhi, director of the Political Department of the Nanjing Military Region, Cheng Baoshan, secretary-general of the General Political Department, and Zhang Bangdong, deputy director of the Foreign Affairs Office of the Ministry of National Defense arrived at the same opportunity. Beijing.	Arrive
147	147	Movement:Transport	99	到机场迎接的有总政治部副主任唐天标，国防部外事办公室副主任 李东辉和总政治部副秘书长张铁健等。	到	0	1	Meet at the airport were Tang Tianbiao, deputy director of the General Political Department, Li Donghui, deputy director of the Foreign Affairs Office of the Ministry of National Defense, and Zhang Tiejian, deputy secretary general of the General Political Department.	To
148	148	Movement:Transport	99	刮刮乐诈财集团逃避查缉又有新的手法，台中县松原地区的邮筒最 近一个礼拜就被投递了有4万多 封刮刮乐的诈财信函，警方人员 初步研判可能是集团分子担心到邮局交递大批的邮件可能会被录  下容貌，因此特意投入郊区的邮筒来躲避警方的查缉。	到	7	8	The Scrabble Group has a new method to evade detection. Postboxes in the Songyuan District of Taichung County have been delivered more than 40,000 fraudulent letters in the past week. Police officers have initially determined that the group members may be worried about delivering large quantities to the post office. E-mails may be recorded for their features, so they deliberately dropped into post boxes in the suburbs to avoid police investigations.	To
149	149	Movement:Transport	99	据了解，此案的被告人为今年２９岁的安徽省来京从事服装生意的 王祚聪，被害人则是被王祚聪认为与其夫胡孝胜有暧昧关系的２４ 岁的女同乡束志梅。	来	2	3	It is understood that the defendant in this case was Wang Jicong, a 29-year-old Anhui province who came to Beijing to engage in clothing business. The victim was a 24-year-old lesbian villager Shu Zhimei who was considered to have an ambiguous relationship with her husband Hu Xiaosheng.	Come
